"Time","Temperature_C"
11/07/2021 11:,22.955
11/07/2021 12:,23.375
11/07/2021 13:,23.735
11/07/2021 14:,23.98
11/07/2021 15:,24.16
11/07/2021 16:,24.24
11/07/2021 17:,24.235
11/07/2021 18:,24.095
11/07/2021 19:,23.855
11/07/2021 20:,23.61
11/07/2021 21:,23.37
11/07/2021 22:,23.14
11/07/2021 23:,22.935
12/07/2021 00:,22.745
12/07/2021 01:,22.53
12/07/2021 02:,22.35
12/07/2021 03:,22.21
12/07/2021 04:,22.04
12/07/2021 05:,21.92
12/07/2021 06:,21.86
12/07/2021 07:,21.875
12/07/2021 08:,21.995
12/07/2021 09:,22.24
12/07/2021 10:,22.59
12/07/2021 11:,22.99
12/07/2021 12:,23.41
12/07/2021 13:,23.79
12/07/2021 14:,24.09
12/07/2021 15:,24.275
12/07/2021 16:,24.385
12/07/2021 17:,24.385
12/07/2021 18:,24.235
12/07/2021 19:,24.05
12/07/2021 20:,23.85
12/07/2021 21:,23.67
12/07/2021 22:,23.5
12/07/2021 23:,23.32
13/07/2021 00:,23.19
13/07/2021 01:,23.015
13/07/2021 02:,22.835
13/07/2021 03:,22.72
13/07/2021 04:,22.66
13/07/2021 05:,22.59
13/07/2021 06:,22.53
13/07/2021 07:,22.58
13/07/2021 08:,22.7
13/07/2021 09:,22.79
13/07/2021 10:,22.92
13/07/2021 11:,23.215
13/07/2021 12:,23.565
13/07/2021 13:,23.86
13/07/2021 14:,24.045
13/07/2021 15:,24.16
13/07/2021 16:,24.275
13/07/2021 17:,24.275
13/07/2021 18:,24.1
13/07/2021 19:,23.915
13/07/2021 20:,23.73
13/07/2021 21:,23.485
13/07/2021 22:,23.185
13/07/2021 23:,22.89
14/07/2021 00:,22.65
14/07/2021 01:,22.42
14/07/2021 02:,22.24
14/07/2021 03:,22.11
14/07/2021 04:,21.99
14/07/2021 05:,21.915
14/07/2021 06:,21.88
14/07/2021 07:,21.895
14/07/2021 08:,22.05
14/07/2021 09:,22.305
14/07/2021 10:,22.605
14/07/2021 11:,22.955
14/07/2021 12:,23.315
14/07/2021 13:,23.67
14/07/2021 14:,23.924
14/07/2021 15:,24.072
14/07/2021 16:,24.22
14/07/2021 17:,24.18
14/07/2021 18:,23.97
14/07/2021 19:,23.64
14/07/2021 20:,23.37
14/07/2021 21:,23.13
14/07/2021 22:,22.89
14/07/2021 23:,22.65
15/07/2021 00:,22.49
15/07/2021 01:,22.29
15/07/2021 02:,22.17
15/07/2021 03:,22.04
15/07/2021 04:,21.93
15/07/2021 05:,21.81
15/07/2021 06:,21.79
15/07/2021 07:,21.8
15/07/2021 08:,21.94
15/07/2021 09:,22.19
15/07/2021 10:,22.53
15/07/2021 11:,22.89
15/07/2021 12:,23.33
15/07/2021 13:,23.62
15/07/2021 14:,23.96
15/07/2021 15:,24.21
15/07/2021 16:,24.22
15/07/2021 17:,24.1
15/07/2021 18:,23.87
15/07/2021 19:,23.62
15/07/2021 20:,23.37
15/07/2021 21:,23.13
15/07/2021 22:,22.9
15/07/2021 23:,22.77
16/07/2021 00:,22.62
16/07/2021 01:,22.43
16/07/2021 02:,22.29
16/07/2021 03:,22.18
16/07/2021 04:,22.05
16/07/2021 05:,21.95
16/07/2021 06:,21.93
16/07/2021 07:,21.95
16/07/2021 08:,22.06
16/07/2021 09:,22.29
16/07/2021 10:,22.41
16/07/2021 11:,22.39
16/07/2021 12:,22.53
16/07/2021 13:,22.66
16/07/2021 14:,23.86
16/07/2021 15:,25.06
16/07/2021 16:,24.035
16/07/2021 17:,23.01
16/07/2021 18:,22.79
16/07/2021 19:,22.77
16/07/2021 20:,22.53
16/07/2021 21:,22.41
16/07/2021 22:,22.29
16/07/2021 23:,22.17
17/07/2021 00:,22.05
17/07/2021 01:,21.96
17/07/2021 02:,21.92
17/07/2021 03:,21.8
17/07/2021 04:,21.71
17/07/2021 05:,21.68
17/07/2021 06:,21.64
17/07/2021 07:,21.69
17/07/2021 08:,21.68
17/07/2021 09:,21.8
17/07/2021 10:,21.92
17/07/2021 11:,22.04
17/07/2021 12:,22.28
17/07/2021 13:,22.41
17/07/2021 14:,22.43
17/07/2021 15:,22.52
17/07/2021 16:,22.43
17/07/2021 17:,22.53
17/07/2021 18:,22.53
17/07/2021 19:,22.41
17/07/2021 20:,22.29
17/07/2021 21:,22.17
17/07/2021 22:,22.08
17/07/2021 23:,22.05
18/07/2021 00:,21.92
18/07/2021 01:,21.83
18/07/2021 02:,21.8
18/07/2021 03:,21.68
18/07/2021 04:,21.68
18/07/2021 05:,21.56
18/07/2021 06:,21.56
18/07/2021 07:,21.56
18/07/2021 08:,21.69
18/07/2021 09:,21.81
18/07/2021 10:,22.05
18/07/2021 11:,22.28
18/07/2021 12:,22.41
18/07/2021 13:,22.86
18/07/2021 14:,23.25
18/07/2021 15:,23.25
18/07/2021 16:,23.34
18/07/2021 17:,23.26
18/07/2021 18:,23.14
18/07/2021 19:,23.04
18/07/2021 20:,22.89
18/07/2021 21:,22.77
18/07/2021 22:,22.65
18/07/2021 23:,22.5
19/07/2021 00:,22.41
19/07/2021 01:,22.29
19/07/2021 02:,22.17
19/07/2021 03:,22.05
19/07/2021 04:,22.01
19/07/2021 05:,21.93
19/07/2021 06:,21.93
19/07/2021 07:,21.93
19/07/2021 08:,22.05
19/07/2021 09:,22.41
19/07/2021 10:,22.65
19/07/2021 11:,23.04
19/07/2021 12:,23.49
19/07/2021 13:,23.85
19/07/2021 14:,23.97
19/07/2021 15:,24.09
19/07/2021 16:,23.98
19/07/2021 17:,23.86
19/07/2021 18:,23.73
19/07/2021 19:,23.61
19/07/2021 20:,23.37
19/07/2021 21:,23.25
19/07/2021 22:,23.01
19/07/2021 23:,22.87
20/07/2021 00:,22.65
20/07/2021 01:,22.53
20/07/2021 02:,22.41
20/07/2021 03:,22.29
20/07/2021 04:,22.16
20/07/2021 05:,22.05
20/07/2021 06:,21.93
20/07/2021 07:,21.93
20/07/2021 08:,22.06
20/07/2021 09:,22.31
20/07/2021 10:,22.65
20/07/2021 11:,23.01
20/07/2021 12:,23.4
20/07/2021 13:,23.74
20/07/2021 14:,24
20/07/2021 15:,24.22
20/07/2021 16:,24.21
20/07/2021 17:,24.18
20/07/2021 18:,23.98
20/07/2021 19:,23.73
20/07/2021 20:,23.5
20/07/2021 21:,23.29
20/07/2021 22:,23.13
20/07/2021 23:,22.92
21/07/2021 00:,22.77
21/07/2021 01:,22.64
21/07/2021 02:,22.42
21/07/2021 03:,22.29
21/07/2021 04:,22.17
21/07/2021 05:,22.07
21/07/2021 06:,22.05
21/07/2021 07:,22.05
21/07/2021 08:,22.28
21/07/2021 09:,22.53
21/07/2021 10:,22.87
21/07/2021 11:,23.25
21/07/2021 12:,23.61
21/07/2021 13:,23.97
21/07/2021 14:,24.22
21/07/2021 15:,24.33
21/07/2021 16:,24.35
21/07/2021 17:,24.34
21/07/2021 18:,24.22
21/07/2021 19:,23.97
21/07/2021 20:,23.74
21/07/2021 21:,23.5
21/07/2021 22:,23.37
21/07/2021 23:,23.14
22/07/2021 00:,23.01
22/07/2021 01:,22.82
22/07/2021 02:,22.65
22/07/2021 03:,22.53
22/07/2021 04:,22.41
22/07/2021 05:,22.29
22/07/2021 06:,22.18
22/07/2021 07:,22.18
22/07/2021 08:,22.3
22/07/2021 09:,22.53
22/07/2021 10:,22.89
22/07/2021 11:,23.25
22/07/2021 12:,23.61
22/07/2021 13:,23.98
22/07/2021 14:,24.22
22/07/2021 15:,24.41
22/07/2021 16:,24.46
22/07/2021 17:,24.45
22/07/2021 18:,24.34
22/07/2021 19:,24.1
22/07/2021 20:,23.86
22/07/2021 21:,23.64
22/07/2021 22:,23.5
22/07/2021 23:,23.25
23/07/2021 00:,23.11
23/07/2021 01:,22.89
23/07/2021 02:,22.77
23/07/2021 03:,22.65
23/07/2021 04:,22.53
23/07/2021 05:,22.41
23/07/2021 06:,22.29
23/07/2021 07:,22.29
23/07/2021 08:,22.41
23/07/2021 09:,22.65
23/07/2021 10:,22.91
23/07/2021 11:,23.3
23/07/2021 12:,23.73
23/07/2021 13:,23.97
23/07/2021 14:,24.28
23/07/2021 15:,24.46
23/07/2021 16:,24.48
23/07/2021 17:,24.46
23/07/2021 18:,24.25
23/07/2021 19:,24.09
23/07/2021 20:,23.85
23/07/2021 21:,23.62
23/07/2021 22:,23.39
23/07/2021 23:,23.25
24/07/2021 00:,23.13
24/07/2021 01:,23.01
24/07/2021 02:,22.89
24/07/2021 03:,22.76
24/07/2021 04:,22.62
24/07/2021 05:,22.51
24/07/2021 06:,22.41
24/07/2021 07:,22.41
24/07/2021 08:,22.53
24/07/2021 09:,22.76
24/07/2021 10:,23.01
24/07/2021 11:,23.37
24/07/2021 12:,23.73
24/07/2021 13:,23.99
24/07/2021 14:,24.22
24/07/2021 15:,24.24
24/07/2021 16:,24.22
24/07/2021 17:,24.29
24/07/2021 18:,24.18
24/07/2021 19:,23.98
24/07/2021 20:,23.77
24/07/2021 21:,23.61
24/07/2021 22:,23.38
24/07/2021 23:,23.23
25/07/2021 00:,23.01
25/07/2021 01:,22.77
25/07/2021 02:,22.65
25/07/2021 03:,22.42
25/07/2021 04:,22.29
25/07/2021 05:,22.17
25/07/2021 06:,22.07
25/07/2021 07:,22.09
25/07/2021 08:,22.17
25/07/2021 09:,22.33
25/07/2021 10:,22.53
25/07/2021 11:,22.65
25/07/2021 12:,22.77
25/07/2021 13:,22.89
25/07/2021 14:,23.13
25/07/2021 15:,23.26
25/07/2021 16:,23.27
25/07/2021 17:,23.25
25/07/2021 18:,23.15
25/07/2021 19:,23.1
25/07/2021 20:,23.01
25/07/2021 21:,22.89
25/07/2021 22:,22.77
25/07/2021 23:,22.66
26/07/2021 00:,22.65
26/07/2021 01:,22.53
26/07/2021 02:,22.52
26/07/2021 03:,22.43
26/07/2021 04:,22.41
26/07/2021 05:,22.41
26/07/2021 06:,22.4
26/07/2021 07:,22.41
26/07/2021 08:,22.41
26/07/2021 09:,22.53
26/07/2021 10:,22.53
26/07/2021 11:,22.6671428571429
26/07/2021 12:,22.795
26/07/2021 13:,22.875
26/07/2021 14:,22.89
26/07/2021 15:,22.89
26/07/2021 16:,22.92
26/07/2021 17:,22.98
26/07/2021 18:,22.86
26/07/2021 19:,22.74
26/07/2021 20:,22.625
26/07/2021 21:,22.545
26/07/2021 22:,22.5
26/07/2021 23:,22.4
27/07/2021 00:,22.3475
27/07/2021 01:,22.25
27/07/2021 02:,22.1325
27/07/2021 03:,22.05
27/07/2021 04:,22.0325
27/07/2021 05:,21.9725
27/07/2021 06:,21.95
27/07/2021 07:,22.7275
27/07/2021 08:,24.31
27/07/2021 09:,22.0575
27/07/2021 10:,22.12
27/07/2021 11:,22.6225
27/07/2021 12:,24.1
27/07/2021 13:,25.3875
27/07/2021 14:,23.76
27/07/2021 15:,23.52
27/07/2021 16:,23.61
27/07/2021 17:,23.5875
27/07/2021 18:,23.4875
27/07/2021 19:,23.355
27/07/2021 20:,23.22
27/07/2021 21:,23.1
27/07/2021 22:,22.98
27/07/2021 23:,22.86
28/07/2021 00:,22.7625
28/07/2021 01:,22.7175
28/07/2021 02:,22.62
28/07/2021 03:,22.5
28/07/2021 04:,22.4075
28/07/2021 05:,22.3725
28/07/2021 06:,22.2875
28/07/2021 07:,22.2825
28/07/2021 08:,22.33
28/07/2021 09:,22.5275
28/07/2021 10:,22.8225
28/07/2021 11:,23.1
28/07/2021 12:,23.425
28/07/2021 13:,23.6575
28/07/2021 14:,23.8875
28/07/2021 15:,24.0325
28/07/2021 16:,24.195
28/07/2021 17:,24.1025
28/07/2021 18:,23.97
28/07/2021 19:,23.65
28/07/2021 20:,23.3425
28/07/2021 21:,23.1075
28/07/2021 22:,22.96
28/07/2021 23:,22.77
29/07/2021 00:,22.6175
29/07/2021 01:,22.4625
29/07/2021 02:,22.26
29/07/2021 03:,22.14
29/07/2021 04:,22.02
29/07/2021 05:,21.915
29/07/2021 06:,21.8825
29/07/2021 07:,21.9225
29/07/2021 08:,22.4725
29/07/2021 09:,23.9825
29/07/2021 10:,23.5125
29/07/2021 11:,23.215
29/07/2021 12:,23.4675
29/07/2021 13:,23.8125
29/07/2021 14:,24.1
29/07/2021 15:,24.25
29/07/2021 16:,24.3375
29/07/2021 17:,24.3
29/07/2021 18:,24.1525
29/07/2021 19:,23.9175
29/07/2021 20:,23.67
29/07/2021 21:,23.43
29/07/2021 22:,23.195
29/07/2021 23:,22.995
30/07/2021 00:,22.86
30/07/2021 01:,22.74
30/07/2021 02:,22.62
30/07/2021 03:,22.5025
30/07/2021 04:,22.41
30/07/2021 05:,22.3575
30/07/2021 06:,22.2875
30/07/2021 07:,22.285
30/07/2021 08:,22.3575
30/07/2021 09:,22.6125
30/07/2021 10:,22.93
30/07/2021 11:,23.2475
30/07/2021 12:,23.6425
30/07/2021 13:,23.93
30/07/2021 14:,24.19
30/07/2021 15:,24.3675
30/07/2021 16:,24.4525
30/07/2021 17:,24.4125
30/07/2021 18:,24.2275
30/07/2021 19:,24.015
30/07/2021 20:,23.6925
30/07/2021 21:,23.4325
30/07/2021 22:,23.205
30/07/2021 23:,23.0025
31/07/2021 00:,22.86
31/07/2021 01:,22.74
31/07/2021 02:,22.625
31/07/2021 03:,22.5425
31/07/2021 04:,22.4925
31/07/2021 05:,22.4075
31/07/2021 06:,22.39
31/07/2021 07:,22.3725
31/07/2021 08:,22.44
31/07/2021 09:,22.59
31/07/2021 10:,22.86
31/07/2021 11:,23.22
31/07/2021 12:,23.5775
31/07/2021 13:,23.8725
31/07/2021 14:,24.03
31/07/2021 15:,24.21
31/07/2021 16:,24.21
31/07/2021 17:,24.18
31/07/2021 18:,24.0575
31/07/2021 19:,23.9025
31/07/2021 20:,23.6725
31/07/2021 21:,23.47
31/07/2021 22:,23.3475
31/07/2021 23:,23.22
01/08/2021 00:,23.11
01/08/2021 01:,23.04
01/08/2021 02:,22.9825
01/08/2021 03:,22.8975
01/08/2021 04:,22.86
01/08/2021 05:,22.755
01/08/2021 06:,22.695
01/08/2021 07:,22.62
01/08/2021 08:,22.56
01/08/2021 09:,22.71
01/08/2021 10:,22.98
01/08/2021 11:,23.3425
01/08/2021 12:,23.6775
01/08/2021 13:,23.9125
01/08/2021 14:,24.13
01/08/2021 15:,24.2425
01/08/2021 16:,24.2875
01/08/2021 17:,24.16
01/08/2021 18:,23.9175
01/08/2021 19:,23.645
01/08/2021 20:,23.3325
01/08/2021 21:,23.12
01/08/2021 22:,22.9425
01/08/2021 23:,22.71
02/08/2021 00:,22.4975
02/08/2021 01:,22.3425
02/08/2021 02:,22.1375
02/08/2021 03:,22.0125
02/08/2021 04:,21.8975
02/08/2021 05:,21.77
02/08/2021 06:,21.68
02/08/2021 07:,21.6875
02/08/2021 08:,21.765
02/08/2021 09:,22.02
02/08/2021 10:,22.365
02/08/2021 11:,22.69
02/08/2021 12:,23.0575
02/08/2021 13:,23.3225
02/08/2021 14:,23.535
02/08/2021 15:,23.6
02/08/2021 16:,23.55
02/08/2021 17:,23.43
02/08/2021 18:,23.19
02/08/2021 19:,22.955
02/08/2021 20:,22.755
02/08/2021 21:,22.6
02/08/2021 22:,22.41
02/08/2021 23:,22.26
03/08/2021 00:,22.1375
03/08/2021 01:,22.0125
03/08/2021 02:,21.9
03/08/2021 03:,21.7925
03/08/2021 04:,21.7275
03/08/2021 05:,21.6875
03/08/2021 06:,21.68
03/08/2021 07:,21.71
03/08/2021 08:,21.8325
03/08/2021 09:,21.9675
03/08/2021 10:,22.1875
03/08/2021 11:,22.605
03/08/2021 12:,22.98
03/08/2021 13:,23.3175
03/08/2021 14:,23.5725
03/08/2021 15:,23.7625
03/08/2021 16:,23.86
03/08/2021 17:,23.8075
03/08/2021 18:,23.585
03/08/2021 19:,23.325
03/08/2021 20:,23.0725
03/08/2021 21:,22.865
03/08/2021 22:,22.7125
03/08/2021 23:,22.53
04/08/2021 00:,22.38
04/08/2021 01:,22.26
04/08/2021 02:,22.14
04/08/2021 03:,22.0425
04/08/2021 04:,21.9975
04/08/2021 05:,21.9075
04/08/2021 06:,21.8325
04/08/2021 07:,21.8375
04/08/2021 08:,21.9525
04/08/2021 09:,22.11
04/08/2021 10:,22.3525
04/08/2021 11:,22.6475
04/08/2021 12:,23.04
04/08/2021 13:,23.31
04/08/2021 14:,23.525
04/08/2021 15:,23.655
04/08/2021 16:,23.7325
04/08/2021 17:,23.7075
04/08/2021 18:,23.57
04/08/2021 19:,23.4
04/08/2021 20:,23.19
04/08/2021 21:,22.98
04/08/2021 22:,22.86
04/08/2021 23:,22.7375
05/08/2021 00:,22.585
05/08/2021 01:,22.3925
05/08/2021 02:,22.275
05/08/2021 03:,22.14
05/08/2021 04:,22.0175
05/08/2021 05:,21.8925
05/08/2021 06:,21.8075
05/08/2021 07:,21.8325
05/08/2021 08:,21.96
05/08/2021 09:,22.105
05/08/2021 10:,22.335
05/08/2021 11:,22.59
05/08/2021 12:,22.86
05/08/2021 13:,23.195
05/08/2021 14:,23.445
05/08/2021 15:,23.64
05/08/2021 16:,23.67
05/08/2021 17:,23.46
05/08/2021 18:,23.31
05/08/2021 19:,23.07
05/08/2021 20:,22.83
05/08/2021 21:,22.59
05/08/2021 22:,22.355
05/08/2021 23:,22.155
06/08/2021 00:,22.02
06/08/2021 01:,21.8975
06/08/2021 02:,21.77
06/08/2021 03:,21.65
06/08/2021 04:,21.5475
06/08/2021 05:,21.4925
06/08/2021 06:,21.44
06/08/2021 07:,21.47
06/08/2021 08:,21.6225
06/08/2021 09:,21.895
06/08/2021 10:,22.245
06/08/2021 11:,22.62
06/08/2021 12:,22.98
06/08/2021 13:,23.3125
06/08/2021 14:,23.5575
06/08/2021 15:,23.7625
06/08/2021 16:,23.8575
06/08/2021 17:,23.8175
06/08/2021 18:,23.6625
06/08/2021 19:,23.43
06/08/2021 20:,23.19
06/08/2021 21:,22.95
06/08/2021 22:,22.74
06/08/2021 23:,22.62
07/08/2021 00:,22.5
07/08/2021 01:,22.38
07/08/2021 02:,22.29
07/08/2021 03:,22.26
07/08/2021 04:,22.1675
07/08/2021 05:,22.1325
07/08/2021 06:,22.0475
07/08/2021 07:,22.0425
07/08/2021 08:,22.11
07/08/2021 09:,22.3675
07/08/2021 10:,22.69
07/08/2021 11:,23.06
07/08/2021 12:,23.425
07/08/2021 13:,23.6775
07/08/2021 14:,23.905
07/08/2021 15:,24.1025
07/08/2021 16:,24.1925
07/08/2021 17:,24.1225
07/08/2021 18:,23.925
07/08/2021 19:,23.7
07/08/2021 20:,23.4825
07/08/2021 21:,23.31
07/08/2021 22:,23.1
07/08/2021 23:,22.98
08/08/2021 00:,22.86
08/08/2021 01:,22.7375
08/08/2021 02:,22.6125
08/08/2021 03:,22.5275
08/08/2021 04:,22.495
08/08/2021 05:,22.4175
08/08/2021 06:,22.41
08/08/2021 07:,22.4275
08/08/2021 08:,22.4925
08/08/2021 09:,22.59
08/08/2021 10:,22.86
08/08/2021 11:,23.2225
08/08/2021 12:,23.5875
08/08/2021 13:,23.9125
08/08/2021 14:,24.13
08/08/2021 15:,24.2175
08/08/2021 16:,24.1525
08/08/2021 17:,23.95
08/08/2021 18:,23.8275
08/08/2021 19:,23.67
08/08/2021 20:,23.435
08/08/2021 21:,23.235
08/08/2021 22:,23.1
08/08/2021 23:,22.98
09/08/2021 00:,22.86
09/08/2021 01:,22.74
09/08/2021 02:,22.63
09/08/2021 03:,22.56
09/08/2021 04:,22.5025
09/08/2021 05:,22.4175
09/08/2021 06:,22.41
09/08/2021 07:,22.44
09/08/2021 08:,22.56
09/08/2021 09:,22.71
09/08/2021 10:,22.95
09/08/2021 11:,23.19
09/08/2021 12:,23.4325
09/08/2021 13:,23.6775
09/08/2021 14:,23.82
09/08/2021 15:,23.76
09/08/2021 16:,23.8525
09/08/2021 17:,23.8275
09/08/2021 18:,23.6725
09/08/2021 19:,23.4675
09/08/2021 20:,23.315
09/08/2021 21:,23.115
09/08/2021 22:,22.98
09/08/2021 23:,22.86
10/08/2021 00:,22.7625
10/08/2021 01:,22.7175
10/08/2021 02:,22.63
10/08/2021 03:,22.56
10/08/2021 04:,22.53
10/08/2021 05:,22.5
10/08/2021 06:,22.41
10/08/2021 07:,22.44
10/08/2021 08:,22.5325
10/08/2021 09:,22.6
10/08/2021 10:,22.86
10/08/2021 11:,23.1675
10/08/2021 12:,23.4375
10/08/2021 13:,23.6683333333333
10/08/2021 14:,23.7816666666667
10/08/2021 15:,23.895
10/08/2021 16:,23.95
10/08/2021 17:,23.8275
10/08/2021 18:,23.67
10/08/2021 19:,23.4575
10/08/2021 20:,23.3025
10/08/2021 21:,23.1
10/08/2021 22:,22.9775
10/08/2021 23:,22.8525
11/08/2021 00:,22.74
11/08/2021 01:,22.6225
11/08/2021 02:,22.5375
11/08/2021 03:,22.5
11/08/2021 04:,22.3875
11/08/2021 05:,22.3125
11/08/2021 06:,22.2875
11/08/2021 07:,22.2825
11/08/2021 08:,22.32
11/08/2021 09:,22.495
11/08/2021 10:,22.815
11/08/2021 11:,23.1025
11/08/2021 12:,23.4675
11/08/2021 13:,23.79
11/08/2021 14:,24.0025
11/08/2021 15:,24.13
11/08/2021 16:,24.2175
11/08/2021 17:,24.18
11/08/2021 18:,24.03
11/08/2021 19:,23.79
11/08/2021 20:,23.55
11/08/2021 21:,23.3425
11/08/2021 22:,23.2
11/08/2021 23:,22.9875
12/08/2021 00:,22.86
12/08/2021 01:,22.7375
12/08/2021 02:,22.61
12/08/2021 03:,22.4925
12/08/2021 04:,22.38
12/08/2021 05:,22.26
12/08/2021 06:,22.17
12/08/2021 07:,22.17
12/08/2021 08:,22.2275
12/08/2021 09:,22.4625
12/08/2021 10:,22.735
12/08/2021 11:,23.0575
12/08/2021 12:,23.3475
12/08/2021 13:,23.6725
12/08/2021 14:,23.915
12/08/2021 15:,24.085
12/08/2021 16:,24.095
12/08/2021 17:,24.025
12/08/2021 18:,23.7975
12/08/2021 19:,23.55
12/08/2021 20:,23.325
12/08/2021 21:,23.145
12/08/2021 22:,22.98
12/08/2021 23:,22.86
13/08/2021 00:,22.74
13/08/2021 01:,22.62
13/08/2021 02:,22.5
13/08/2021 03:,22.39
13/08/2021 04:,22.32
13/08/2021 05:,22.2575
13/08/2021 06:,22.1625
13/08/2021 07:,22.175
13/08/2021 08:,22.245
13/08/2021 09:,22.5
13/08/2021 10:,22.8325
13/08/2021 11:,23.1075
13/08/2021 12:,23.4625
13/08/2021 13:,23.8
13/08/2021 14:,24.0375
13/08/2021 15:,24.23
13/08/2021 16:,24.2725
13/08/2021 17:,24.19
13/08/2021 18:,24.04
13/08/2021 19:,23.7975
13/08/2021 20:,23.55
13/08/2021 21:,23.31
13/08/2021 22:,23.1
13/08/2021 23:,22.9725
14/08/2021 00:,22.825
14/08/2021 01:,22.6875
14/08/2021 02:,22.57
14/08/2021 03:,22.485
14/08/2021 04:,22.38
14/08/2021 05:,22.26
14/08/2021 06:,22.17
14/08/2021 07:,22.2
14/08/2021 08:,22.32
14/08/2021 09:,22.495
14/08/2021 10:,22.815
14/08/2021 11:,23.1
14/08/2021 12:,23.45
14/08/2021 13:,23.7575
14/08/2021 14:,23.995
14/08/2021 15:,24.1275
14/08/2021 16:,24.21
14/08/2021 17:,24.18
14/08/2021 18:,24.03
14/08/2021 19:,23.79
14/08/2021 20:,23.5525
14/08/2021 21:,23.34
14/08/2021 22:,23.1675
14/08/2021 23:,22.965
15/08/2021 00:,22.785
15/08/2021 01:,22.62
15/08/2021 02:,22.5
15/08/2021 03:,22.38
15/08/2021 04:,22.26
15/08/2021 05:,21.8675
15/08/2021 06:,21.3825
15/08/2021 07:,22.53
15/08/2021 08:,22.2125
15/08/2021 09:,22.4175
15/08/2021 10:,22.74
15/08/2021 11:,23.1025
15/08/2021 12:,23.47
15/08/2021 13:,23.8
15/08/2021 14:,24.0375
15/08/2021 15:,24.2125
15/08/2021 16:,24.22
15/08/2021 17:,24.16
15/08/2021 18:,23.92
15/08/2021 19:,23.6775
15/08/2021 20:,23.425
15/08/2021 21:,23.175
15/08/2021 22:,22.9575
15/08/2021 23:,22.785
16/08/2021 00:,22.7175
16/08/2021 01:,22.62
16/08/2021 02:,22.53
16/08/2021 03:,22.5
16/08/2021 04:,22.41
16/08/2021 05:,22.38
16/08/2021 06:,22.29
16/08/2021 07:,22.295
16/08/2021 08:,22.365
16/08/2021 09:,22.59
16/08/2021 10:,22.86
16/08/2021 11:,23.2175
16/08/2021 12:,23.5625
16/08/2021 13:,23.88
16/08/2021 14:,24.12
16/08/2021 15:,24.2114285714286
16/08/2021 16:,24.2171428571429
16/08/2021 17:,24.16
16/08/2021 18:,24.035
16/08/2021 19:,23.85
16/08/2021 20:,23.61
16/08/2021 21:,23.43
16/08/2021 22:,23.31
16/08/2021 23:,23.19
17/08/2021 00:,23.07
17/08/2021 01:,22.95
17/08/2021 02:,22.83
17/08/2021 03:,22.715
17/08/2021 04:,22.605
17/08/2021 05:,22.535
17/08/2021 06:,22.465
17/08/2021 07:,22.41
17/08/2021 08:,22.47
17/08/2021 09:,22.65
17/08/2021 10:,22.89
17/08/2021 11:,23.19
17/08/2021 12:,23.5
17/08/2021 13:,23.745
17/08/2021 14:,23.965
17/08/2021 15:,24.085
17/08/2021 16:,24.095
17/08/2021 17:,24.025
17/08/2021 18:,23.845
17/08/2021 19:,23.61
17/08/2021 20:,23.37
17/08/2021 21:,23.185
17/08/2021 22:,23.01
17/08/2021 23:,22.835
18/08/2021 00:,22.71
18/08/2021 01:,22.59
18/08/2021 02:,22.475
18/08/2021 03:,22.38
18/08/2021 04:,22.315
18/08/2021 05:,22.225
18/08/2021 06:,22.165
18/08/2021 07:,22.17
18/08/2021 08:,22.23
18/08/2021 09:,22.47
18/08/2021 10:,22.78
18/08/2021 11:,23.08
18/08/2021 12:,23.415
18/08/2021 13:,23.71
18/08/2021 14:,23.91
18/08/2021 15:,24.04
18/08/2021 16:,24.095
18/08/2021 17:,24.025
18/08/2021 18:,23.79
18/08/2021 19:,23.525
18/08/2021 20:,23.34
18/08/2021 21:,23.19
18/08/2021 22:,23.02
18/08/2021 23:,22.84
19/08/2021 00:,22.705
19/08/2021 01:,22.58
19/08/2021 02:,22.41
19/08/2021 03:,22.26
19/08/2021 04:,22.195
19/08/2021 05:,22.11
19/08/2021 06:,22.03
19/08/2021 07:,22.03
19/08/2021 08:,22.11
19/08/2021 09:,22.29
19/08/2021 10:,22.55
19/08/2021 11:,22.905
19/08/2021 12:,23.29
19/08/2021 13:,23.595
19/08/2021 14:,23.85
19/08/2021 15:,24.025
19/08/2021 16:,24.04
19/08/2021 17:,23.93
19/08/2021 18:,23.74
19/08/2021 19:,23.495
19/08/2021 20:,23.255
19/08/2021 21:,23.075
19/08/2021 22:,22.9
19/08/2021 23:,22.725
20/08/2021 00:,22.595
20/08/2021 01:,22.47
20/08/2021 02:,22.35
20/08/2021 03:,22.23
20/08/2021 04:,22.165
20/08/2021 05:,22.105
20/08/2021 06:,22.05
20/08/2021 07:,22.05
20/08/2021 08:,22.12
20/08/2021 09:,22.355
20/08/2021 10:,22.7
20/08/2021 11:,23.065
20/08/2021 12:,23.43
20/08/2021 13:,23.735
20/08/2021 14:,23.93
20/08/2021 15:,24.0633333333333
20/08/2021 16:,24.19
20/08/2021 17:,24.0388888888889
20/08/2021 18:,23.8877777777778
20/08/2021 19:,23.61
20/08/2021 20:,23.335
20/08/2021 21:,23.165
20/08/2021 22:,22.95
20/08/2021 23:,22.8
21/08/2021 00:,22.68
21/08/2021 01:,22.5375
21/08/2021 02:,22.425
21/08/2021 03:,22.3175
21/08/2021 04:,22.2
21/08/2021 05:,22.08
21/08/2021 06:,22.05
21/08/2021 07:,22.05
21/08/2021 08:,22.155
